Country,Mining,EcOrg,YrsOpen,EngFrac,OthFrac,RERD,EQINV,NONEQINV,BMS6087,GDC6089,PI6089,SCOUT,STDC6089,STPI6089,bmp1,area,freeop,freetar,laam,safrica,pyr60,syr60,hyr60,human60,p60,s60,h60,lifee060,ggcfd3,geerec1,gde1,assassp2,revcoup,pinstab2,wardum,prightsb,civlibb,tot1,ABSLATIT,BRIT,BUDDHA,CATH,CONFUC,DEMOC65,FRAC,FRENCH,HINDU,JEW,MUSLIM,PRIEXP70,PROT,RULELAW,SPAIN,URB60,gr56092,dpop6090,gdpsh60l,humanyl,lly1,work60l,lforce60,gvxdxe52
Canada,0.034000001847744,5,0.955999970436096,0.614000022411346,0.243000000715256,83,0.086049996316433,0.147450000047684,0.00100000004749745,12.4490003585815,5.58900022506714,1,7.56300020217896,3.39000010490417,0,9976,0.204244002699852,0.00918599963188171,0,0,5.29099988937378,2.44799995422363,0.333000004291534,8.07100009918213,1,0.46000000834465,0.159999996423721,71.0999984741211,0.0342000015079975,0.0364999994635582,0.0399999991059303,0,0,0,0,1,1,-0.0100400000810623,43.7270011901855,1,0,0.46000000834465,0,0.995000004768372,0.75,0,0,0,0,0.488000005483627,0.259999990463257,1,0,0.689000010490417,0.0258603803813457,0.013423228636384,8.8939847946167,71.7833557128906,0.334473997354507,-0.986981451511383,6674.6845703125,0.0350599996745586
"Costa Rica",0.0350000001490116,3,0.421999990940094,0.0160000007599592,0.890999972820282,91,0.0309999994933605,0.116099998354912,15.9527883529663,20.6159992218018,14.5220003128052,0,18.5380001068115,16.6900005340576,0.221000000834465,51,0.248713999986649,0.0362700000405312,1,0,3.01500010490417,0.367000013589859,0.0900000035762787,3.47199988365173,0.959999978542328,0.209999993443489,0.0489999987185001,61.9000015258789,0.0328000001609325,0.0350000001490116,0.0109999999403954,0,0,0,0,1,1,-0.0021949999500066,9.94099998474121,0,0,0.949999988079071,0,0.900999963283539,0.0700000002980232,0,0,0,0,0.802999973297119,0,0.666666686534882,1,0.365000009536743,0.0196169447153807,0.0301754586398602,7.60738134384155,26.4128265380859,0.189639002084732,-1.19666624069214,373.519195556641,0.115680001676083
"Dominican Republic",0.0240000002086163,3,0,0.00100000004749745,0.870000004768372,129,0.0209999997168779,0.150800004601479,38.4014320373535,16.4249992370605,10.3859996795654,0,8.69600009918213,12.460000038147,0.368999987840652,49,,,1,0,2.21700000762939,0.130999997258186,0.0270000007003546,2.375,0.980000019073486,0.0700000002980232,0.0130000002682209,52.2000007629395,0.047800000756979,0.0186999998986721,0.0390000008046627,0.20100000500679,0.360000014305115,0.300500005483627,1,2.16666698455811,2.55555605888367,0.026358999311924,18.5610008239746,0,0,0.949999988079071,0,0.387999981641769,0.0399999991059303,1,0,0,0,0.804000020027161,0,0.5,0,0.301999986171722,0.0188288707286119,0.0268286112695932,7.04315996170044,16.7275047302246,0.154651001095772,-1.27082502841949,906.61865234375,0.0962999984622002
"El Salvador",0.0020000000949949,3,0.400000005960464,0,0.922999978065491,132,0.0130000002682209,0.0674000009894371,33.5550689697266,12.8330001831055,8.66600036621094,0,7.83199977874756,9.25,0.189999997615814,21,0.29925200343132,0.0373670011758804,1,0,1.45500004291534,0.228000000119209,0.017000000923872,1.70000004768372,0.800000011920929,0.129999995231628,0.0109999999403954,50.7999992370605,0.00630000000819564,0.0223999992012978,0.0120000001043081,0,0.560000002384186,0,1,3.27777791023254,3.77777791023254,0.00328300008550286,13.7749996185303,0,0,0.75,0,0.720999956130981,0.170000001788139,0,0,0,0,0.712999999523163,0.200000002980232,0.16666667163372,1,0.382999986410141,0.00847502611577511,0.0223443452268839,7.22911405563354,12.2894945144653,0.200040996074677,-1.12024462223053,838.334045410156,0.102059997618198
Guatemala,0.00300000002607703,3,0.421999990940094,0,0.587999999523163,109,0.0199999995529652,0.0680999979376793,41.5204658508301,14.375,7.47700023651123,0,10.3400001525879,9,0,109,0.258864998817444,0.0208800006657839,1,0,0.989000022411346,0.150000005960464,0.0160000007599592,1.15499997138977,0.449999988079071,0.0700000002980232,0.0160000007599592,45.9000015258789,0.0152000002563,0.015599999576807,0.00899999961256981,0.252999991178513,0.507000029087067,0.126499995589256,1,4,4.11111116409302,-0.00174700003117323,14.6219997406006,0,0,0.949999988079071,0,0.395000010728836,0.639999985694885,0,0,0,0,0.720000028610229,0.0299999993294477,0.16666667163372,1,0.330000013113022,0.00822280440479517,0.0279458612203598,7.40123128890991,8.54842185974121,0.136323004961014,-1.14005947113037,1267.68713378906,0.0473800003528595
Haiti,0.0020000000949949,3,0,0,0.0750000029802322,114,0.00270000007003546,0.0683000013232231,0.00100000004749745,15.0240001678467,6.60699987411499,0,19.8770008087158,6.32999992370605,0,28,0.306603014469147,0.0295010004192591,1,0,0.470999985933304,0.211999997496605,0.00800000037997961,0.690999984741211,0.46000000834465,0.0399999991059303,0.00400000018998981,42.4000015258789,0.00430000014603138,0.0153000000864267,0.025000000372529,0.140000000596046,0.159999996423721,0.0700000002980232,1,6.5,5.66666698455811,,18.931999206543,0,0,0.800000011920929,0,0.207000002264977,0.00999999977648258,1,0,0,0,0.744000017642975,0.159999996423721,0,0,0.156000003218651,-0.0087060360237956,0.0176167655736208,6.7696418762207,4.67782258987427,0.10928700119257,-0.62923389673233,2029.13098144531,0.124640002846718
Honduras,0.0140000004321337,3,0.356000006198883,0.00300000002607703,0.842999994754791,156,0.044599998742342,0.0939000025391579,10.9695806503296,15.8920001983643,5.25899982452393,1,8.47900009155273,3.6800000667572,0,112,,,1,0,1.5,0.165999993681908,0.0199999995529652,1.68599998950958,0.670000016689301,0.0799999982118607,0.0109999999403954,46.7999992370605,0.0297999996691942,0.0210999995470047,0.017000000923872,0,0.319999992847443,0,1,4.05555486679077,3,0.0252829995006323,14.1940002441406,0,0,0.970000028610229,0,0.5,0.159999996423721,0,0,0,0,0.919000029563904,0.0199999995529652,0.16666667163372,1,0.228000000119209,0.00865795277059078,0.033245000988245,6.90675497055054,11.6447887420654,0.145766004920006,-1.140998005867,618.232482910156,0.0838399976491928
Jamaica,0.0890000015497208,5,0.421999990940094,0.939999997615814,0,139,0.046000000089407,0.160400003194809,29.0476207733154,20.5629997253418,12.4259996414185,0,19.6550006866455,9.07999992370605,0.0199999995529652,11,0.324171006679535,0.032660000026226,1,0,2.16300010681152,0.284000009298325,0.017000000923872,2.46300005912781,0.920000016689301,0.449999988079071,0.017000000923872,63,0.0850000008940697,0.0200999993830919,0.00400000018998981,0,0,0,1,1.72222197055817,2.61111092567444,-0.0157290007919073,18.0550003051758,1,0,0.0500000007450581,0,0.900999963283539,0.0500000007450581,0,0,0,0,0.470999985933304,0.560000002384186,0.16666667163372,0,0.337000012397766,0.0106334742158651,0.0143288308754563,7.49220323562622,18.453296661377,0.222818002104759,-0.891598105430603,667.890014648438,0.0249199997633696
Mexico,0.0320000015199184,3,0.200000002980232,0,0.879999995231628,71,0.0219999998807907,0.173899993300438,14.5146055221558,40.6990013122559,29.0440006256104,0,34.7179985046387,34.8650016784668,0,1958,0.182524994015694,0.014384999871254,1,0,2.1029999256134,0.257999986410141,0.0439999997615814,2.40499997138977,0.800000011920929,0.109999999403954,0.0260000005364418,57.2999992370605,0.0571999996900558,0.013399999588728,0.00700000021606684,0,0,0,0,3.66666698455811,3.66666698455811,0.0090920003131032,16.7590007781982,0,0,0.889999985694885,0,0.745000004768372,0.300000011920929,0,0,0,0,0.675000011920929,0.0599999986588955,0.666666686534882,1,0.508000016212463,0.0211012251675129,0.0285286419093609,7.9366602897644,19.08766746521,,-1.24063670635223,10995.384765625,0.033780001103878
Nicaragua,0.0390000008046627,3,0.333000004291534,0.00899999961256981,0.646000027656555,103,0.0138999996706843,0.126200005412102,142.212387084961,16.5480003356934,42.8720016479492,0,10.4370002746582,104.141998291016,0.319999992847443,130,0.215275004506111,0.0297129992395639,1,0,1.89199995994568,0.165000006556511,0.017000000923872,2.07399988174438,0.660000026226044,0.0700000002980232,0.0120000001043081,47.2999992370605,,0.016499999910593,0.0179999992251396,0,0.200000002980232,0,1,5.11111116409302,4.72222185134888,0.011629999615252,12.2110004425049,0,0,0.949999988079071,0,0.554000020027161,0.100000001490116,0,0,0,0,0.83899998664856,0.0500000007450581,0.16666667163372,1,0.414000004529953,-0.00772884069010615,0.0316935665905476,7.30114793777466,15.1425800323486,0.129179999232292,-1.2153707742691,442.823822021484,0.0276599992066622
Panama,0.00100000004749745,3,0.275999993085861,0.140000000596046,0.694999992847443,129,0.0388000011444092,0.223100006580353,0.00100000004749745,16.6189994812012,4.09899997711182,0,10.7469997406006,3.29200005531311,0,77,,,1,0,3.43499994277954,0.74099999666214,0.0869999974966049,4.26300001144409,0.959999978542328,0.28999999165535,0.046000000089407,60.9000015258789,0.0766000002622604,0.0364999994635582,0.00499999988824129,0.137999996542931,0.159999996423721,0.368999987840652,0,5.72222185134888,4.83333301544189,0.0226499997079372,9.20600032806396,0,0,0.930000007152557,0,0.768999993801117,0.280000001192093,0,0,0,0,0.96399998664856,0.0599999986588955,0.16666667163372,1,0.412999987602234,0.0259581245481968,0.0249908957630396,7.31588363647461,31.1876125335693,0.168420001864433,-1.0978125333786,382.972808837891,0.157360002398491
"Trinidad & Tobago",0.157000005245209,3,0,0.929000020027161,0.0359999984502792,96,0.0384999997913837,0.165800005197525,7.10529708862305,14.1859998703003,9.30700016021729,0,77.5749969482422,13.2980003356934,,5,0.312454998493195,0.0802899971604347,1,0,3.68600010871887,0.889999985694885,0.0240000002086163,4.59899997711182,0.879999995231628,0.239999994635582,0.00800000037997961,63.9000015258789,0.0687000006437302,0.0204000007361174,0.00400000018998981,0,0.0500000007450581,0,0,1.55555605888367,1.88888895511627,-0.0181939993053675,10.4180002212524,1,0,0.319999992847443,0,0.846999943256378,0.560000002384186,0,0.239999994635582,0,0.0599999986588955,0.869000017642975,0.280000001192093,0.666666686534882,0,0.222000002861023,0.0132093578577042,0.013987110927701,8.6358642578125,39.7163391113281,0.222800001502037,-1.01583480834961,305.250305175781,0.0164599996060133
"United States",0.0179999992251396,5,1,0.885999977588654,0.0890000015497208,90,0.0666999965906143,0.145099997520447,0.00100000004749745,9.30599975585938,5.03000020980835,0,2.73000001907349,2.6340000629425,0,9373,0.109613999724388,0.00217100000008941,0,0,5.2649998664856,2.87199997901917,0.529999971389771,8.66699981689453,1,0.860000014305115,0.321000009775162,69.8000030517578,0.0315000005066395,0.0383000001311302,0.0879999995231628,0.00505999987944961,0,0.0025299999397248,1,1,1,0.00816900003701448,34.3600006103516,1,0,0.280000001192093,0,0.924000024795532,0.5,0,0,0.0199999995529652,0,0.298000007867813,0.560000002384186,1,0,0.699999988079071,0.0195803288370371,0.0110112316906452,9.18748092651367,79.6278991699219,0.629369974136353,-0.903868198394775,73171.7578125,0.00565999979153275
Argentina,0.0230000000447035,5,0.0890000015497208,0,0.836000025272369,113,0.0160000007599592,0.119999997317791,66.8497161865234,,304.006011962891,0,144.985000610352,860.969970703125,0.159999996423721,2767,0.110885001718998,0.0285790003836155,1,0,4.28700017929077,0.601999998092651,0.096000000834465,4.9850001335144,0.980000019073486,0.230000004172325,0.108999997377396,65.1999969482422,0.0458000004291534,0.022299999371171,0.0209999997168779,0.0168999992311001,0.959999978542328,0.108450002968311,1,3.94444394111633,3.55555605888367,0.00758400000631809,36.6759986877441,0,0,0.899999976158142,0,0.525999963283539,0.310000002384186,0,0,0.0199999995529652,0,0.861000001430511,0.0199999995529652,0.333333343267441,1,0.736000001430511,0.00642151804640889,0.0152546651661396,8.09985828399658,40.3777961730957,,-0.932928323745728,8110.33447265625,0.0637599974870682
Bolivia,0.0750000029802322,3,0.732999980449677,0,0.372000008821487,181,0.0140000004321337,0.119499996304512,236.065582275391,81.7630004882812,473.779998779297,0,208.218994140625,2130.69995117188,0.0299999993294477,1099,0.165784001350403,0.0201149992644787,1,0,2.01600003242493,0.976000010967255,0.0970000028610229,3.08899998664856,0.639999985694885,0.119999997317791,0.0359999984502792,42.7999992370605,0.0518000014126301,0.0157999992370605,0.0160000007599592,0.0520999990403652,1.19000005722046,0.326050013303757,0,4.11111116409302,3.66666698455811,0.0860320031642914,15.1899995803833,0,0,0.949999988079071,0,0.362000018358231,0.680000007152557,0,0,0,0,0.968999981880188,0.0299999993294477,0.16666667163372,1,,0.0126520926132798,0.0251380261033773,7.00578880310059,21.6408805847168,,-1.06305205821991,1184.03125,0.107179999351501
Brazil,0.017000000923872,3,0.0890000015497208,0,0.998000025749207,97,0.0645999982953072,0.164399996399879,15.5766448974609,76.2639999389648,138.024002075195,0,61.5279998779297,259.970001220703,0.239999994635582,8512,0.0784879997372627,0.0115809999406338,1,0,1.87399995326996,0.699999988079071,0.068000003695488,2.64199995994568,0.949999988079071,0.109999999403954,0.0160000007599592,54.9000015258789,0.0599999986588955,0.00410000002011657,0.017000000923872,0.00427999999374151,0.119999997317791,0.00213999999687076,0,3.38888907432556,3.38888907432556,0.00766600016504526,19.556999206543,0,0,0.899999976158142,0,0.609000027179718,0.0700000002980232,0,0,0,0,0.857999980449677,0,0.666666686534882,0,0.460999995470047,0.0240466929972172,0.0245284680277109,7.46450996398926,19.7212352752686,,-1.13475775718689,23338.970703125,0.0722400024533272
Chile,0.155000001192093,5,0.421999990940094,0,0.930999994277954,100,0.0152000002563,0.129999995231628,331.357086181641,,87.6179962158203,0,,153.199996948242,0.540000021457672,757,0.13748200237751,0.0265469998121262,1,0,3.79800009727478,1.12800002098083,0.0710000023245811,4.99700021743774,1,0.239999994635582,0.0419999994337559,57.2999992370605,0.0623000003397465,0.0262000001966953,0.0230000000447035,0,0.200000002980232,0.100000001490116,1,5.77777814865112,4.66666698455811,0.0169680006802082,33.5540008544922,0,0,0.889999985694885,0,0.970000028610229,0.140000000596046,0,0,0,0,0.955999970436096,0.109999999403954,0.833333313465118,1,0.677999973297119,0.0138709209859371,0.0183021444827318,7.97177600860596,39.8349647521973,0.0287730004638433,-1.12147152423859,2480.64111328125,0.1285600066185
Colombia,0.061999998986721,3,0.0890000015497208,0,0.980000019073486,81,0.0160000007599592,0.164399996399879,14.662880897522,25.3349990844727,18.9249992370605,0,11.78600025177,7.44999980926514,0.184000000357628,1139,0.164598003029823,0.0444459989666939,1,0,2.01600003242493,0.624000012874603,0.0370000004768372,2.67700004577637,0.769999980926514,0.119999997317791,0.017000000923872,53.2000007629395,0.0476999990642071,0.0230000000447035,0.017000000923872,0,0,0,1,2.11111092567444,2.88888907432556,0.00457300012931228,4.78800010681152,0,0,0.949999988079071,0,0.71399998664856,0.0599999986588955,0,0,0,0,0.919000029563904,0,0.333333343267441,1,0.48199999332428,0.0211682785302401,0.0244397837668657,7.41276407241821,19.8439693450928,0.207008004188538,-1.19534349441528,4823.14111328125,0.0539800003170967
Ecuador,0.0979999974370003,3,0.843999981880188,0,0.71399998664856,113,0.0270000007003546,0.217199996113777,24.0514011383057,24.7000007629395,18.2929992675781,1,19.326000213623,14.5299997329712,0.20100000500679,284,0.188015997409821,0.0456780008971691,1,0,2.52900004386902,0.375999987125397,0.0469999983906746,2.95199990272522,0.829999983310699,0.119999997317791,0.0260000005364418,53.4000015258789,0.0795999988913536,0.0154999997466803,0.0209999997168779,0,0.560000002384186,0.100000001490116,0,3.72222208976746,3.11111092567444,-0.0203220006078482,2.06200003623962,0,0,0.949999988079071,0,0.445999979972839,0.529999971389771,0,0,0,0,0.982999980449677,0,0.666666686534882,1,0.34400001168251,0.0220432803034782,0.0294809024780989,7.26612901687622,21.4496116638184,0.15998500585556,-1.15011620521545,1397.15576171875,0.105039998888969
Guyana,0.0869999974966049,1,0.156000003218651,0.820999979972839,0,117,,,,,11.9434995651245,0,,18.5877990722656,,215,0.216824993491173,0.024184999987483,1,0,4.10400009155273,0.395999997854233,0.0130000002682209,4.51399993896484,1,0.330000013113022,0,60.2000007629395,0.120300002396107,0.028999999165535,0.0329999998211861,0,0,0,0,4.27777814865112,3.88888907432556,0.00727399997413158,5.76100015640259,1,0,0.280000001192093,0,0.530999958515167,0.579999983310699,0,0.330000013113022,0,0.0900000035762787,0.968999981880188,0.28999999165535,0,0,0.263999998569489,-0.00394011894240975,0.0122727882117033,7.33498191833496,33.110107421875,0.229770004749298,-1.2003128528595,171.325897216797,0.203799992799759
Paraguay,0.00499999988824129,3,0.133000001311302,0,0.0359999984502792,141,0.00999999977648258,0.10700000077486,45.9185638427734,18.3229999542236,12.9790000915527,0,10.289999961853,10.4280004501343,0.101000003516674,407,0.204611003398895,0.0778520032763481,1,0,2.95199990272522,0.35699999332428,0.0430000014603138,3.35199999809265,0.980000019073486,0.109999999403954,0.0240000002086163,63.9000015258789,0.00970000028610229,0.0137999998405576,0.017000000923872,0,0.0799999982118607,0,0,4.94444513320923,5.22222185134888,0.0289159994572401,25.5830001831055,0,0,0.899999976158142,0,0.446999996900558,0.140000000596046,0,0,0,0,0.91100001335144,0.0500000007450581,0.16666667163372,1,0.356000006198883,0.0191374663263559,0.0297730565071106,7.09672117233276,23.7882099151611,0.0946699976921082,-1.13787305355072,568.566955566406,0.100100003182888
Peru,0.0219999998807907,3,0.488999992609024,0,0.564000010490417,83,0.0199999995529652,0.100599996745586,33.2265396118164,58.3009986877441,178.315994262695,0,99.6920013427734,634.817993164062,0.0230000000447035,1285,0.136287003755569,0.046730000525713,1,0,2.4210000038147,0.49099999666214,0.0869999974966049,3,0.829999983310699,0.150000005960464,0.0410000011324883,48,0.0373999997973442,0.0244999993592501,0.0270000007003546,0,0.280000001192093,0.100000001490116,1,3.77777791023254,3.77777791023254,0.0202280003577471,11.793999671936,0,0,0.949999988079071,0,0.870000004768372,0.589999973773956,0,0,0,0,0.985000014305115,0,0.333333343267441,1,0.462999999523163,0.000369254965335131,0.0262073110789061,7.56837940216064,22.7051391601562,0.208140000700951,-1.13974678516388,3176.92700195312,0.063120000064373
Uruguay,0.00100000004749745,3,0.111000001430511,0,1,92,0.0149999996647239,0.103500001132488,27.9393863677979,60.6839981079102,54.5870018005371,0,29.511999130249,27.3229999542236,0.0209999997168779,177,0.197852998971939,0.0372239984571934,1,0,3.56900000572205,0.685000002384186,0.0219999998807907,4.27699995040894,1,0.370000004768372,0.0790000036358833,67.3000030517578,0.022299999371171,0.024100000038743,0.0140000004321337,0.0724000036716461,0,0.0362000018358231,0,4.22222185134888,4.16666698455811,0.0134070003405213,34.8219985961914,0,0,0.660000026226044,0,0.995999991893768,0.200000002980232,0,0,0.0199999995529652,0,0.796000003814697,0.0199999995529652,0.5,1,0.800999999046326,0.0059466315433383,0.00672159064561129,8.25504875183105,35.3068428039551,0.275730013847351,-0.902881026268005,1028.9052734375,0.0594599992036819
Venezuela,0.109999999403954,3,0.310999989509583,0,0.968999981880188,109,0.0350000001490116,0.0794999971985817,48.9033966064453,24.5869998931885,12.9569997787476,1,46.0719985961914,18.8500003814697,0.303999990224838,912,0.189867004752159,0.0317469984292984,1,0,2.20199990272522,0.277999997138977,0.0500000007450581,2.52999997138977,1,0.209999993443489,0.0430000014603138,59.7999992370605,0.0410000011324883,0.0179999992251396,0.0189999993890524,0,0.319999992847443,0.100000001490116,0,1.22222197055817,2.05555605888367,-0.0247610006481409,9.8430004119873,0,0,0.959999978542328,0,0.734000027179718,0.109999999403954,0,0,0,0,0.985000014305115,0.0199999995529652,0.5,1,0.666000008583069,0.00171935674734414,0.0326186269521713,8.72696781158447,22.0792274475098,0.18851999938488,-1.14507520198822,2387.13623046875,0.023760000243783
Bangladesh,0,3,0,0,0,70,0.012699999846518,0.0555000007152557,64.9148406982422,,11.6149997711182,0,,18.5900001525879,0.610000014305115,144,0.214344993233681,0.0734950006008148,0,0,0.53600001335144,0.238000005483627,0.0199999995529652,0.794000029563904,0.469999998807907,0.0799999982118607,0.00600000005215406,43.5999984741211,0.0157999992370605,0.00400000018998981,0.00300000002607703,,0.621999979019165,,1,4.5,4.27777814865112,-1.06999999971435e-08,23.8799991607666,1,0,0,0,0.625,,0,0.159999996423721,0,0.829999983310699,,0,0.16666667163372,0,0.0509999990463257,0.0139096761122346,0.0271106548607349,6.6883544921875,5.31055355072021,,-1.08116543292999,17441.32421875,0.336259990930557
"Hong Kong",0.00100000004749745,5,1,0.00400000018998981,0.980000019073486,116,0.068400003015995,0.130700007081032,0.513015687465668,,6.78299999237061,1,,4.86999988555908,0.0020000000949949,1,0.37432798743248,0,0,0,3.50699996948242,1.54700005054474,0.135000005364418,5.18900012969971,0.870000004768372,0.200000002980232,0.0439999997615814,66,0.0183000005781651,0.0167999994009733,0.00400000018998981,0,0,0,0,3.60999989509583,2.10999989509583,,22.7040004730225,1,0.300000011920929,0.0500000007450581,0.300000011920929,,0.0199999995529652,0,0,0,0,0.0410000011324883,0.0500000007450581,1,0,0.890999972820282,0.0606579333543777,0.0217639766633511,7.70616292953491,39.9872817993164,,-0.943148195743561,1197.40502929688,0.0378799997270107
India,0.017000000923872,3,0.0219999998807907,0,0,94,0.0137000000104308,0.154499992728233,21.6423053741455,15.3990001678467,7.67500019073486,0,4.56099987030029,4.57000017166138,0.523000001907349,3288,0.13068200647831,0.109921000897884,0,0,1.32799994945526,0.0989999994635582,0,1.42700004577637,0.610000014305115,0.200000002980232,0.025000000372529,42.5,0.0507000014185905,0.0209999997168779,0.0280000008642673,0.00155000004451722,0.119999997317791,0.200774997472763,1,2,3.05555605888367,-0.0216559991240501,25.2740001678467,1,0.00999999977648258,0.00999999977648258,0,0.911999940872192,0.889999985694885,0,0.829999983310699,0,0.109999999403954,0.479999989271164,0.00999999977648258,0.5,0,0.180000007152557,0.0153111163526773,0.0221179239451885,6.49978685379028,9.27519607543945,,-0.81508880853653,195781.453125,0.088299997150898
Indonesia,0.120999999344349,3,0.555999994277954,0,0.00899999961256981,98,,,25.2489109039307,43.023998260498,85.8270034790039,1,29.6639995574951,223.369995117188,0.146999999880791,1905,0.123818002641201,0.015897000208497,0,0,1.02600002288818,0.0780000016093254,0.00300000002607703,1.10699999332428,0.709999978542328,0.0599999986588955,0.0149999996647239,41.5,0.048200000077486,0.017400000244379,0.0419999994337559,0.00176999997347593,0.280000001192093,0.400884985923767,1,5,5.22222185134888,-0.0548719987273216,6.56199979782104,0,0.00999999977648258,0.0299999993294477,0,0.0980000048875809,0.759999990463257,0,0.0199999995529652,0,0.870000004768372,0.986000001430511,0.0599999986588955,0.16666667163372,0,0.145999997854233,0.0385071225464344,0.021886371076107,6.43133115768433,7.11948347091675,0.258165001869202,,,0.0488400012254715
Iran,0.0489999987185001,3,0,0,0.025000000372529,102,,,115.266471862793,23.9389991760254,11.0839996337891,1,19.2530002593994,14.1400003433228,0.141000002622604,1648,0.172223001718521,0.0567139983177185,0,0,0.316000014543533,0.119000002741814,0.0160000007599592,0.451999992132187,0.419999986886978,0.119999997317791,0.0120000001043081,46,,0.0230000000447035,0.0399999991059303,0.00831000041216612,0.239999994635582,0.00415500020608306,1,5.44444513320923,5.77777814865112,-0.00833499990403652,35.3800010681152,0,0,0,0,0.449999988079071,0.759999990463257,0,0,0,0.990000009536743,0.959999978542328,0,0.16666667163372,0,0.335999995470047,0.00916164740920067,0.0310691148042679,7.8379487991333,3.54275274276733,0.189059004187584,-1.22349548339844,5972.55419921875,0.00999999977648258
Iraq,0.407000005245209,0,0,0,0.639999985694885,133,,,90.8454742431641,,,1,82.6129989624023,,0.126000002026558,438,0.196437999606133,0.0162060000002384,0,0,0.119999997317791,0.0710000023245811,0.0230000000447035,0.214000001549721,0.649999976158142,0.189999997615814,0.0199999995529652,46,,0.0405000001192093,0.0740000009536743,0,0.800000011920929,0.400000005960464,1,6.88888883590698,6.88888883590698,-0.012636000290513,33.3139991760254,1,0,0.00999999977648258,0,0.113999992609024,0.360000014305115,0,0,0,0.970000028610229,0.783999979496002,0.00999999977648258,0.16666667163372,0,0.428999990224838,-0.0194206293672323,0.0340496301651001,8.10772037506104,1.73505222797394,0.212255999445915,-1.32013213634491,1828.83374023438,0.0523400008678436
Israel,0.00600000005215406,4,0.222000002861023,0,0.337999999523163,110,0.111199997365475,0.174700006842613,13.8508701324463,114.708999633789,59.2509994506836,0,230.354995727539,88.120002746582,0.209999993443489,21,,,0,0,5.32499980926514,1.22599995136261,0.291000008583069,6.84200000762939,0.980000019073486,0.479999989271164,0.101999998092651,71.6999969482422,0.0535999983549118,0.0368000008165836,0.0640000030398369,0,0,0,1,2,2.33333301544189,0.0155720002949238,32.0839996337891,1,0,0.00999999977648258,0,0.968000054359436,0.200000002980232,0,0,0.819999992847443,0.140000000596046,0.294999986886978,0.00999999977648258,0.16666667163372,0,0.769999980926514,0.0310913622379303,0.0260640177875757,8.11611843109131,55.5304832458496,0.294373989105225,-1.02443289756775,758.925964355469,0.0619800016283989
Japan,0.00300000002607703,5,0.732999980449677,0,0,118,0.122299998998642,0.237700000405312,0.00100000004749745,14.4350004196167,5.06699991226196,1,5.24700021743774,4.11999988555908,0,378,0.16720999777317,0.00331100006587803,0,0,4.89799976348877,1.60699999332428,0.204999998211861,6.71000003814697,1,0.740000009536743,0.0949999988079071,67.6999969482422,0.0738999992609024,0.031700000166893,0.00999999977648258,0,0,0,0,1.44444394111633,1,-0.0548739992082119,35.7120018005371,0,0.870000004768372,0,0,0.998000025749207,0.00999999977648258,0,0,0,0,0.0670000016689301,0.00999999977648258,1,0,0.624000012874603,0.0518334060907364,0.00946821738034487,7.99833536148071,53.668830871582,0.635819971561432,-0.744019508361816,44714.41796875,0.0563400015234947
Jordan,0.0370000004768372,5,0.666999995708466,0,1,116,0.0346000008285046,0.142000004649162,3.59060621261597,32.1860008239746,7.53900003433228,0,51.3380012512207,6.57999992370605,0.0209999997168779,89,0.263812988996506,0.0452249981462955,0,0,1.0440000295639,0.32600000500679,0.0260000005364418,1.39600002765656,0.769999980926514,0.25,0.00600000005215406,47.2000007629395,0.0772999972105026,0.0329000018537045,0.165999993681908,0,0.200000002980232,0.100000001490116,1,5.72222185134888,5.66666698455811,0.00290600000880659,31.6019992828369,1,0,0.0399999991059303,0,0.30799999833107,0.0500000007450581,0,0,0,0.920000016689301,0.837999999523163,0.0399999991059303,0.16666667163372,0,0.426999986171722,0.0199354477226734,0.0283790342509747,7.03966045379639,9.82736587524414,0.325500994920731,-1.35092723369598,439.005004882812,0.0215199999511242
Korea,0.00700000021606684,3,0.600000023841858,0,0,110,0.061999998986721,0.161699995398521,28.1955471038818,34.5629997253418,14.9309997558594,1,24.7450008392334,8.5600004196167,0.601999998092651,99,0.228423997759819,0.0293279998004436,0,0,2.48399996757507,0.657000005245209,0.0900000035762787,3.23099994659424,0.939999997615814,0.270000010728836,0.0469999983906746,54.2000007629395,0.0527999997138977,0.0351999998092651,0.0509999990463257,0,0.400000005960464,0.100000001490116,0,4.44444513320923,5.16666698455811,0.0181939993053675,37.5530014038086,0,0.159999996423721,0.119999997317791,0.600000023841858,0.529999971389771,0,0,0,0,0,0.233999997377396,0.119999997317791,0.5,0,0.27700001001358,0.0661794245243073,0.0185939464718103,6.7833251953125,21.9169235229492,0.11676499992609,-1.08441364765167,8453.513671875,0.0557999983429909
